         63773119 function calls (62897781 primitive calls) in 80.512 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\numpy\core\_methods.py:164(_mean)
        1    0.000    0.000    0.004    0.004 c:\Users\abhil\Documents\Programming\Machine Learning\Phonology Generator\main.py:129(gen_avg_inventory)
       42    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\torch\autograd\__init__.py:98(_tensor_or_tensors_to_tuple)
       42    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\torch\nn\_reduction.py:7(get_enum)
        1    0.000    0.000    0.000    0.000 {built-in method io.open}
        1    0.000    0.000    0.003    0.003 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\internals\construction.py:574(_homogenize)
       66    0.000    0.000    0.000    0.000 {built-in method torch._C._has_torch_function_variadic}
       12    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\torch\nn\init.py:67(calculate_gain)
      197    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\dtypes\common.py:147(classes_and_not_datetimelike)
      151    0.000    0.000    0.000    0.000 <frozen codecs>:331(getstate)
       12    0.000    0.000    0.000    0.000 {method 'reshape' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\util\version\__init__.py:334(__init__)
        1    0.000    0.000    0.000    0.000 {method 'close' of '_io.TextIOWrapper' objects}
       42    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\torch\optim\optimizer.py:228(_cuda_graph_capture_health_check)
        1    0.000    0.000    0.000    0.000 {built-in method nt.listdir}
       25    0.000    0.000    0.001    0.000 c:\Users\abhil\Documents\Programming\Machine Learning\Phonology Generator\main.py:171(<genexpr>)
        1    0.000    0.000    0.038    0.038 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\internals\managers.py:768(_slice_take_blocks_ax0)
        1    0.000    0.000    0.027    0.027 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\internals\managers.py:2191(_form_blocks)
       12    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\torch\nn\init.py:12(_no_grad_uniform_)
        1    0.000    0.000    0.001    0.001 C:\Users\abhil\anaconda3\Lib\site-packages\numpy\core\_methods.py:267(_std)
       24    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\torch\nn\parameter.py:30(__new__)
       12    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\torch\nn\init.py:356(_calculate_correct_fan)
      202    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\dtypes\common.py:142(classes)
       84    0.000    0.000    0.000    0.000 {method '__exit__' of 'torch._C.DisableTorchFunctionSubclass' objects}
      202    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\dtypes\common.py:144(<lambda>)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:493(_init_module_attrs)
       57    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\dtypes\common.py:158(is_object_dtype)
       10    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\torch\nn\modules\activation.py:98(__init__)
      107    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
        1    0.000    0.000    0.003    0.003 C:\Users\abhil\anaconda3\Lib\site-packages\zstandard\__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.compile}
       26    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\torch\nn\modules\module.py:1618(remove_from)
        1    0.000    0.000    0.528    0.528 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\io\parsers\readers.py:1688(read)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:437(cache_from_source)
        8    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\util\version\__init__.py:343(<genexpr>)
        7    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1421(_path_importer_cache)
        1    0.000    0.000    0.009    0.009 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\io\parsers\readers.py:1362(__init__)
        1    0.000    0.000    0.550    0.550 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\io\parsers\readers.py:814(read_csv)
        2    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\indexes\base.py:820(_engine)
      145    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\dtypes\common.py:705(<lambda>)
       50    0.000    0.000    0.001    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\torch\nn\modules\module.py:2059(parameters)
        1    0.000    0.000    0.032    0.032 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\internals\construction.py:411(dict_to_mgr)
        1    0.000    0.000    0.009    0.009 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\io\parsers\readers.py:1629(_make_engine)
        1    0.000    0.000    0.000    0.000 {method 'read' of '_io.BufferedReader' objects}
       49    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
        3    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\typing.py:168(_type_check)
       50    0.000    0.000    0.001    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\torch\nn\modules\module.py:2084(named_parameters)
       12    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\torch\nn\init.py:122(uniform_)
        4    0.000    0.000    0.037    0.009 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\array_algos\take.py:120(_take_nd_ndarray)
        1    0.000    0.000    0.496    0.496 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\io\parsers\c_parser_wrapper.py:222(read)
        3    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\contextlib.py:104(__init__)
       52    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\torch\nn\modules\module.py:2113(<lambda>)
        2    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\dtypes\cast.py:1429(find_common_type)
        1    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\io\parsers\readers.py:1414(_get_options_with_defaults)
        2    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\numpy\core\_methods.py:67(_count_reduce_items)
    75/10    0.000    0.000    0.000    0.000 <frozen abc>:121(__subclasscheck__)
        6    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\internals\base.py:54(shape)
        1    0.000    0.000    0.038    0.038 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\generic.py:4557(_drop_axis)
        1    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\io\common.py:285(_get_filepath_or_buffer)
        3    0.000    0.000    0.000    0.000 {pandas._libs.lib.infer_dtype}
        1    0.000    0.000    0.006    0.006 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\io\common.py:648(get_handle)
      2/1    0.000    0.000    0.005    0.005 <frozen importlib._bootstrap>:1165(_find_and_load)
        1    0.000    0.000    0.001    0.001 C:\Users\abhil\anaconda3\Lib\site-packages\torch\optim\optimizer.py:169(__init__)
        2    0.000    0.000    0.033    0.016 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\frame.py:641(__init__)
        1    0.000    0.000    0.027    0.027 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\internals\managers.py:2119(create_block_manager_from_column_arrays)
        2    0.000    0.000    0.000    0.000 {method 'get_indexer' of 'pandas._libs.index.IndexEngine' objects}
        1    0.000    0.000    0.000    0.000 {method '__exit__' of '_io._IOBase' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\indexes\base.py:2205(is_unique)
        1    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\numpy\core\fromnumeric.py:3345(mean)
        4    0.000    0.000    0.060    0.015 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\internals\blocks.py:2109(get_values)
        2    0.000    0.000    0.002    0.001 <frozen importlib._bootstrap>:1054(_find_spec)
        2    0.000    0.000    0.037    0.019 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\internals\blocks.py:926(take_nd)
        1    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\io\common.py:1219(dedup_names)
        1    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\typing.py:658(Union)
        2    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\indexes\base.py:3716(get_indexer)
       13    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
        1    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\internals\managers.py:306(apply)
        1    0.000    0.000    0.006    0.006 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\io\common.py:1172(_get_binary_io_classes)
       42    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\numpy\core\fromnumeric.py:2183(_sum_dispatcher)
        1    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\indexes\base.py:6666(drop)
       74    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
       97    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\dtypes\common.py:1240(<lambda>)
       49    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\internals\managers.py:2175(_grouping_func)
        9    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\numpy\core\_dtype.py:344(_name_get)
        1    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\io\parsers\base_parser.py:108(__init__)
       84    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\torch\jit\__init__.py:89(annotate)
        3    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\array_algos\take.py:287(_get_take_nd_function_cached)
       48    0.000    0.000    0.000    0.000 {method 'dim' of 'torch._C._TensorBase' objects}
       42    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\torch\optim\optimizer.py:249(_optimizer_step_code)
        2    0.000    0.000    0.000    0.000 {pandas._libs.algos.take_1d_int64_int64}
        1    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\numpy\lib\function_base.py:5054(delete)
        3    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\dtypes\missing.py:106(isna)
       55    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\indexes\range.py:892(__len__)
        1    0.000    0.000    0.001    0.001 <frozen importlib._bootstrap_external>:1007(get_code)
        2    0.000    0.000    0.002    0.001 <frozen importlib._bootstrap_external>:1464(_get_spec)
      2/1    0.000    0.000    0.005    0.005 <frozen importlib._bootstrap>:1120(_find_and_load_unlocked)
        1    0.000    0.000    0.006    0.006 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\compat\_optional.py:91(import_optional_dependency)
        5    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\indexes\base.py:640(_simple_new)
        3    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\indexes\base.py:5314(equals)
        1    0.000    0.000    0.038    0.038 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\internals\managers.py:683(reindex_indexer)
        1    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\torch\_ops.py:239(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\io\parsers\readers.py:1881(_refine_defaults_read)
      104    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
        1    0.000    0.000    0.003    0.003 {built-in method builtins.exec}
        2    0.000    0.000    0.141    0.071 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\frame.py:11286(values)
        1    0.000    0.000    0.000    0.000 {built-in method torch._C._get_operation_overload}
        8    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\dtypes\common.py:551(is_dtype_equal)
        1    0.000    0.000    0.038    0.038 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\generic.py:4518(drop)
        1    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\io\parsers\readers.py:1469(_clean_options)
        2    0.000    0.000    0.001    0.000 {built-in method builtins.sum}
        1    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\urllib\parse.py:452(urlsplit)
        6    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\numpy\core\_ufunc_config.py:452(_no_nep50_warning)
        9    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\dtypes\inference.py:294(<genexpr>)
       37    0.000    0.000    0.000    0.000 {function _ParameterMeta.__instancecheck__ at 0x000001C2A5E09260}
        7    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\dtypes\common.py:1656(pandas_dtype)
        2    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\numpy\core\_asarray.py:31(require)
        2    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\internals\managers.py:1755(<listcomp>)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1655(_fill_cache)
        4    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\dtypes\cast.py:1573(construct_1d_object_array_from_listlike)
        1    0.000    0.000    0.000    0.000 {method '_rebuild_blknos_and_blklocs' of 'pandas._libs.internals.BlockManager' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\torch\_ops.py:447(__getattr__)
      104    0.000    0.000    0.000    0.000 {method 'items' of 'collections.OrderedDict' objects}
        2    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\common.py:229(asarray_tuplesafe)
        4    0.000    0.000    0.037    0.009 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\array_algos\take.py:58(take_nd)
        7    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\typing.py:1297(__setattr__)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:179(_get_module_lock)
        1    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\typing.py:1353(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\util\version\__init__.py:515(_cmpkey)
        1    0.000    0.000    0.000    0.000 {built-in method pandas._libs.missing.isnaobj}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 {pandas._libs.lib.array_equivalent_object}
        1    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\dtypes\cast.py:629(_maybe_promote)
        1    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\indexes\range.py:108(__new__)
        1    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\platform.py:1111(python_implementation)
        6    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\dtypes\base.py:494(find)
        1    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\series.py:4632(_reduce)
        1    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\internals\managers.py:1819(<listcomp>)
      2/1    0.000    0.000    0.004    0.004 <frozen importlib._bootstrap>:666(_load_unlocked)
        1    0.000    0.000    0.001    0.001 C:\Users\abhil\anaconda3\Lib\site-packages\torch\optim\adam.py:14(__init__)
        2    0.000    0.000    0.006    0.003 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\io\common.py:1151(_is_binary_mode)
        7    0.000    0.000    0.000    0.000 {built-in method builtins.next}
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:172(_path_isabs)
        2    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\internals\blocks.py:230(make_block_same_class)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:778(spec_from_file_location)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(putmask)
        1    0.000    0.000    0.001    0.001 C:\Users\abhil\anaconda3\Lib\site-packages\numpy\core\fromnumeric.py:3473(std)
        1    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\generic.py:10967(_logical_func)
        2    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_all_arraylike}
        3    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\contextlib.py:287(helper)
        1    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\urllib\parse.py:374(urlparse)
        3    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\contextlib.py:141(__exit__)
        1    0.000    0.000    0.001    0.001 <frozen importlib._bootstrap_external>:1127(get_data)
        1    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\typing.py:313(_remove_dups_flatten)
        4    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\array_algos\take.py:325(_get_take_nd_function)
       83    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
        3    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\warnings.py:181(_add_filter)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(mean)
        3    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\dtypes\cast.py:123(maybe_convert_platform)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1599(_get_spec)
        1    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\torch\nn\modules\loss.py:29(__init__)
        2    0.000    0.000    0.000    0.000 {method 'search' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\io\common.py:117(close)
       27    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:244(_verbose_message)
        1    0.000    0.000    0.004    0.004 <frozen importlib._bootstrap_external>:934(exec_module)
        1    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\generic.py:6342(copy)
        3    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\dtypes\missing.py:189(_isna)
        2    0.000    0.000    0.002    0.001 <frozen importlib._bootstrap>:566(module_from_spec)
        2    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\internals\base.py:208(interleaved_dtype)
       13    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:140(_path_stat)
        1    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\io\parsers\c_parser_wrapper.py:201(_set_noconvert_columns)
        1    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\typing.py:702(Optional)
        2    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\indexes\base.py:7202(_unpack_nested_dtype)
        1    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\dtypes\cast.py:621(_maybe_promote_cached)
        2    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\io\common.py:1190(is_potential_multi_index)
        1    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\io\parsers\base_parser.py:855(_do_date_conversions)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1408(_path_hooks)
        1    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\indexes\base.py:5839(get_indexer_for)
        1    0.000    0.000    0.001    0.001 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\series.py:521(_init_dict)
       18    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\internals\base.py:56(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\nanops.py:499(nanany)
        1    0.000    0.000    0.001    0.001 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\io\parsers\readers.py:1409(close)
        2    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
        3    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\warnings.py:466(__enter__)
        1    0.000    0.000    0.031    0.031 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\internals\construction.py:97(arrays_to_mgr)
        3    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\dtypes\inference.py:267(is_dict_like)
        1    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\io\parsers\c_parser_wrapper.py:332(<dictcomp>)
        4    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
       35    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:567(_get_cached)
        1    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\torch\optim\optimizer.py:262(profile_hook_step)
        1    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\io\common.py:534(infer_compression)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:100(acquire)
        4    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\indexes\base.py:4963(_get_engine_target)
        2    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\numpy\core\_ufunc_config.py:33(seterr)
        3    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\dtypes\missing.py:455(array_equivalent)
        1    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\nanops.py:264(_get_values)
      5/2    0.000    0.000    0.003    0.001 <frozen importlib._bootstrap>:233(_call_with_frames_removed)
        2    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\dtypes\common.py:275(is_datetime64_dtype)
       17    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\typing.py:895(__eq__)
        4    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\array_algos\take.py:564(_take_preprocess_indexer_and_fill_value)
        2    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\dtypes\cast.py:1388(np_find_common_type)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:169(__enter__)
        2    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
        1    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\io\parsers\base_parser.py:178(_validate_parse_dates_presence)
        2    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\indexes\base.py:3804(_get_indexer)
        2    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\util\_validators.py:224(validate_bool_kwarg)
        3    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\io\common.py:169(_expand_user)
        2    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\generic.py:523(_get_axis)
        2    0.000    0.000    0.000    0.000 {method 'transpose' of 'numpy.ndarray' objects}
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:67(_relax_case)
        1    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\torch\optim\optimizer.py:291(_patch_step_function)
        1    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\internals\construction.py:476(<listcomp>)
        7    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\dtypes\common.py:1077(needs_i8_conversion)
       30    0.000    0.000    0.000    0.000 {method 'join' of 'str' objects}
       13    0.000    0.000    0.000    0.000 <frozen abc>:117(__instancecheck__)
        2    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\dtypes\cast.py:566(maybe_promote)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1559(__init__)
        2    0.000    0.000    0.000    0.000 {pandas._libs.lib.dtypes_all_equal}
        1    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\torch\nn\modules\module.py:480(register_buffer)
        9    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\numpy\core\_dtype.py:330(_name_includes_bit_suffix)
        1    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\indexes\base.py:6574(delete)
        2    0.000    0.000    0.000    0.000 {method 'any' of 'numpy.ndarray' objects}
        3    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\typing.py:159(_type_convert)
        1    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\typing.py:845(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\torch\nn\modules\loss.py:20(__init__)
        1    0.000    0.000    0.038    0.038 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\frame.py:5110(drop)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:150(_path_is_mode_type)
        2    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.normalize_axis_index}
        2    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\dtypes\common.py:1127(is_numeric_dtype)
        1    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\io\parsers\c_parser_wrapper.py:212(<dictcomp>)
        5    0.000    0.000    0.000    0.000 {method 'add_index_reference' of 'pandas._libs.internals.BlockValuesRefs' objects}
        1    0.000    0.000    0.000    0.000 {built-in method torch._C._get_schema}
        1    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\internals\managers.py:620(copy)
        2    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\indexes\base.py:6083(_should_compare)
        7    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\typing.py:1245(_is_dunder)
      2/1    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\typing.py:479(__getitem__)
        2    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(result_type)
